Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
-1.7034812962252335,-0.15227287779061505,-0.9591470368104238,-0.6830035279876745,-0.050104243532169336,-0.38253820369622227,-1.3824741759841748,1.0457245702781168,-1.29205507392679,-0.4043862482579366,-0.9298789617577147,-0.8101918077757082,-1.6921357170007956,-0.3510022640713029,-0.6888178121289009,-1.681691532707615,1.5537702711318309,5.504615111699792e-05,0.03225809949404881,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,0.8270678977065784,0.0706355034906308,-0.6830035279876745,0.58678519791359,1.3673375512700334,-1.3824741759841748,1.115149709972991,-1.29205507392679,-0.4043862482579366,0.10099061187814154,0.5955624462086906,-1.6921357170007956,-0.375516167830116,0.09282073888816122,-1.681691532707615,1.5537702711318309,-0.018402330456366123,0.04234233617354974,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,1.0319935397470317,1.1004180437916853,-0.6830035279876745,0.7867388597628399,2.242275428753161,0.25308904773435204,1.1845748496678652,-1.29205507392679,-0.4043862482579366,0.10099061187814154,-0.8101918077757082,0.4585253912119079,-0.3911159247675425,0.004748789477788025,1.3099889624890535,1.5537702711318309,0.009283734454764882,0.039317065169613474,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,-1.1502947201036509,0.0706355034906308,-0.6830035279876745,1.195533012876862,-0.38253820369622227,0.25308904773435204,1.3928502687524875,-1.29205507392679,-0.4043862482579366,1.1318601855139976,0.5955624462086906,-1.6921357170007956,-0.2518323806833773,0.7533603594659604,-1.419263419093872,1.5537702711318309,0.07256616853743034,0.09175509590278905,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,1.7220608260655743,-0.9591470368104238,-0.6830035279876745,0.8400598362559732,-0.38253820369622227,0.25308904773435204,1.6705508275319838,-1.29205507392679,-0.4043862482579366,-0.9298789617577147,-0.8101918077757082,0.4585253912119079,-0.23957542880397076,-0.38056598919259477,-1.9441196463213577,1.5537702711318309,0.025104342975478085,0.052426572852764065,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,-1.428812443539847,-0.9591470368104238,-0.6830035279876745,0.041726327094893614,-0.38253820369622227,-1.3824741759841748,1.6705508275319838,-1.29205507392679,-0.4043862482579366,0.10099061187814154,-0.8101918077757082,0.4585253912119079,-0.2796890895002104,-0.7328537868340875,-1.681691532707615,1.5537702711318309,0.09102354514481978,0.08772140123087402,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,0.6289353708718861,0.0706355034906308,-0.6830035279876745,0.4164543007827473,2.242275428753161,0.25308904773435204,-1.3147301793476034,-1.29205507392679,-0.4043862482579366,0.10099061187814154,0.5955624462086906,0.4585253912119079,-0.2863746996162503,0.5331804859400273,1.073803660236685,1.5537702711318309,-0.007855258109286443,0.062510809532265,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,-1.1536912777065313,-0.9591470368104238,1.6589388402534053,-0.47222864076947485,-0.38253820369622227,-1.3824741759841748,-1.3147301793476034,-1.29205507392679,-0.4043862482579366,-0.9298789617577147,0.5955624462086906,-0.6168051628944438,-0.524828127088341,-0.5236829069844512,1.1787749056821821,1.5537702711318309,0.00137343019445512,0.06351923320024375,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,-0.8638516955940672,-0.9591470368104238,-0.6830035279876745,0.3572087713459325,-0.38253820369622227,-0.3036984326804656,-0.9676044808732327,-1.29205507392679,-0.4043862482579366,-0.9298789617577147,-0.8101918077757082,0.4585253912119079,-0.2596322591520906,-0.49065592595556123,-1.9441196463213577,1.5537702711318309,-0.014447178326164406,0.07461189354772343,-0.9183940267106165,-0.7876271669892717
-1.7034812962252335,0.6708262479740782,0.0706355034906308,-0.6830035279876745,0.19428356539469174,-0.38253820369622227,-0.3036984326804656,-0.8287542014834844,-1.29205507392679,-0.4043862482579366,0.10099061187814154,0.5955624462086906,-0.6168051628944438,-0.3989158032362557,-0.3475390081637048,-2.2065477599351007,1.5537702711318309,0.030377879149017926,0.02822440482213379,-0.9183940267106165,-0.7876271669892717
